title_link,titles,posted_date,hacking_type,hacking_sub_type
https://thehackernews.com/2023/12/new-chameleon-android-banking-trojan.html,  Chameleon Android Banking Trojan Variant Bypasses Biometric Authentication ,21-12-2023, Mobile Security ,Banking Trojan
https://thehackernews.com/2023/12/new-javascript-malware-targeted-50000.html,"  New JavaScript Malware Targeted 50,000+ Users at Dozens of Banks Worldwide ",21-12-2023, Online Banking ,Malware
https://thehackernews.com/2023/12/cost-of-data-breach-report-2023.html,"  Cost of a Data Breach Report 2023: Insights, Mitigators and Best Practices ",21-12-2023, DevSecOps ,Data Security
https://thehackernews.com/2023/12/german-authorities-dismantle-dark-web.html,  German Authorities Dismantle Dark Web Hub 'Kingdom Market' in Global Operation ,21-12-2023, Dark Web ,Cybercrime
https://thehackernews.com/2023/12/hackers-exploiting-old-ms-excel.html,  Hackers Exploiting MS Excel Vulnerability to Spread Agent Tesla Malware ,21-12-2023, Vulnerability ,Phishing Attack
https://thehackernews.com/2023/12/urgent-new-chrome-zero-day.html,  Urgent: New Chrome Zero-Day Vulnerability Exploited in the Wild - Update ASAP ,21-12-2023, Vulnerability ,Zero-Day
https://thehackernews.com/2023/12/remote-encryption-attacks-surge-how-one.html,  Remote Encryption Attacks Surge: How One Vulnerable Device Can Spell Disaster ,20-12-2023, Network Security ,Data Breach
https://thehackernews.com/2023/12/product-explained-memcycos-real-time.html,  Product Explained: Memcyco's Real-Time Defense Against Website Spoofing ,20-12-2023, Brandjacking ,Cyber Threat
https://thehackernews.com/2023/12/alert-chinese-hackers-pose-as-uae.html,  Alert: Chinese-Speaking Hackers Pose as UAE Authority in Latest Smishing Wave ,20-12-2023, Identity Theft ,SMS Phishing
https://thehackernews.com/2023/12/3500-arrested-in-global-operation.html,"  3,500 Arrested in Global Operation HAECHI-IV Targeting Financial Criminals ",20-12-2023, Financial Crime ,Cyber Threat
https://thehackernews.com/2023/12/new-go-based-jaskago-malware-targeting.html,  New Go-Based JaskaGO Malware Targeting Windows and macOS Systems ,20-12-2023, Cryptocurrency ,Malware
https://thehackernews.com/2023/12/fbi-takes-down-blackcat-ransomware.html,"  FBI Takes Down BlackCat Ransomware, Releases Free Decryption Tool ",19-12-2023, Ransomware ,Cybercrime
https://thehackernews.com/2023/12/behind-scenes-of-matveevs-ransomware.html,  Behind the Scenes of Matveev's Ransomware Empire: Tactics and Team ,19-12-2023, Ransomware ,Russian Hackers
https://thehackernews.com/2023/12/hackers-abusing-github-to-evade.html,  Hackers Abusing GitHub to Evade Detection and Control Compromised Hosts ,19-12-2023, Software Security ,Threat intelligence
https://thehackernews.com/2023/12/are-we-ready-to-give-up-on-security.html,  Are We Ready to Give Up on Security Awareness Training? ,19-12-2023, Cybersecurity Training ,IT Security
https://thehackernews.com/2023/12/iranian-hackers-using-muddyc2go-in-new.html,  Iranian Hackers Using MuddyC2Go in Telecom Espionage Attacks Across Africa ,19-12-2023, Cyber Espionage ,Cyber Attack
https://thehackernews.com/2023/12/new-malvertising-campaign-distributing.html,  New Malvertising Campaign Distributing PikaBot Disguised as Popular Software ,19-12-2023, Malvertising ,Browser Security
https://thehackernews.com/2023/12/8220-gang-exploiting-oracle-weblogic.html,  8220 Gang Exploiting Oracle WebLogic Server Vulnerability to Spread Malware ,19-12-2023, Cryptojacking ,Cyber Threat
https://thehackernews.com/2023/12/double-extortion-play-ransomware.html,  Double-Extortion Play Ransomware Strikes 300 Organizations Worldwide ,19-12-2023, Ransomware ,Threat Intelligence
https://thehackernews.com/2023/12/beware-experts-reveal-new-details-on.html,  Beware: Experts Reveal New Details on Zero-Click Outlook RCE Exploits ,18-12-2023, Email Security ,Vulnerability
https://thehackernews.com/2023/12/top-7-trends-shaping-saas-security-in.html,  Top 7 Trends Shaping SaaS Security in 2024 ,18-12-2023, SaaS Security ,Data Protection
https://thehackernews.com/2023/12/rhadamanthys-malware-swiss-army-knife.html,  Rhadamanthys Malware: Swiss Army Knife of Information Stealers Emerges ,18-12-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/12/four-us-nationals-charged-in-80-million.html,  Four U.S. Nationals Charged in $80 Million Pig Butchering Crypto Scam ,18-12-2023, Cryptocurrency ,Online Scam
https://thehackernews.com/2023/12/unmasking-dark-side-of-low-codeno-code.html,  Unmasking the Dark Side of Low-Code/No-Code Applications ,18-12-2023, Technology ,Application Security
https://thehackernews.com/2023/12/qakbot-malware-resurfaces-with-new.html,"  QakBot Malware Resurfaces with New Tactics, Targeting the Hospitality Industry  ",18-12-2023, Malware ,Cybersecurity
https://thehackernews.com/2023/12/cisa-urges-manufacturers-eliminate.html,  CISA Urges Manufacturers Eliminate Default Passwords to Thwart Cyber Threats ,18-12-2023, Software Security ,Vulnerability
https://thehackernews.com/2023/12/mongodb-suffers-security-breach.html,"  MongoDB Suffers Security Breach, Exposing Customer Data ",17-12-2023, Cyber Attack ,Data Security
https://thehackernews.com/2023/12/chinas-miit-introduces-color-coded.html,  China's MIIT Introduces Color-Coded Action Plan for Data Security Incidents ,16-12-2023, Cyber Security ,Incident Response
https://thehackernews.com/2023/12/microsoft-warns-of-storm-0539-rising.html,  Microsoft Warns of Storm-0539: The Rising Threat Behind Holiday Gift Card Frauds ,16-12-2023, Online Security ,Cybercrime
https://thehackernews.com/2023/12/new-kv-botnet-targeting-cisco-draytek.html,"  New KV-Botnet Targeting Cisco, DrayTek, and Fortinet Devices for Stealthy Attacks ",15-12-2023, Botnet ,Advanced Persistent Threat
https://thehackernews.com/2023/12/crypto-hardware-wallet-ledgers-supply.html,"  Crypto Hardware Wallet Ledger's Supply Chain Breach Results in $600,000 Theft ",15-12-2023, Cryptocurrency ,Malware
https://thehackernews.com/2023/12/bug-or-feature-hidden-web-application.html,  Bug or Feature? Hidden Web Application Vulnerabilities Uncovered ,15-12-2023, Web App Security ,Secure Coding
https://thehackernews.com/2023/12/new-security-vulnerabilities-uncovered.html,  New Security Vulnerabilities Uncovered in pfSense Firewall Software - Patch Now ,15-12-2023, Vulnerability ,Software Security
https://thehackernews.com/2023/12/googles-new-tracking-protection-in.html,  Google's New Tracking Protection in Chrome Blocks Third-Party Cookies ,15-12-2023, Privacy ,User Tracking
https://thehackernews.com/2023/12/new-nkabuse-malware-exploits-nkn.html,  New NKAbuse Malware Exploits NKN Blockchain Tech for DDoS Attacks ,15-12-2023, Blockchain ,Internet of Things
https://thehackernews.com/2023/12/116-malware-packages-found-on-pypi.html,  116 Malware Packages Found on PyPI Repository Infecting Windows and Linux Systems ,14-12-2023, Malware ,Supply Chain Attack
https://thehackernews.com/2023/12/new-pierogi-malware-by-gaza-cyber-gang.html,  New Pierogi++ Malware by Gaza Cyber Gang Targeting Palestinian Entities ,14-12-2023, Malware ,Threat Analysis
https://thehackernews.com/2023/12/iranian-state-sponsored-oilrig-group.html,  Iranian State-Sponsored OilRig Group Deploys 3 New Malware Downloaders ,14-12-2023, Malware ,Cyber Espionage
https://thehackernews.com/2023/12/reimagining-network-pentesting-with-automation.html,  Reimagining Network Pentesting With Automation ,14-12-2023, Penetration Testing ,Cybersecurity
https://thehackernews.com/2023/12/russian-svr-linked-apt29-targets.html,  Russian SVR-Linked APT29 Targets JetBrains TeamCity Servers in Ongoing Attacks ,14-12-2023, Supply Chain ,Cyber Attack
https://thehackernews.com/2023/12/new-hacker-group-gambleforce-tageting.html,  New Hacker Group 'GambleForce' Tageting APAC Firms Using SQL Injection Attacks ,14-12-2023, Vulnerability ,Data Breach
https://thehackernews.com/2023/12/microsoft-takes-legal-action-to-crack.html,  Microsoft Takes Legal Action to Crack Down on Storm-1152's Cybercrime Network ,14-12-2023, Cybercrime ,Threat intelligence
https://thehackernews.com/2023/12/bazacall-phishing-scammers-now.html,  BazaCall Phishing Scammers Now Leveraging Google Forms for Deception ,13-12-2023, Cyber Threat ,Phishing Attack
https://thehackernews.com/2023/12/google-using-clang-sanitizers-to.html,  Google Using Clang Sanitizers to Protect Android Against Cellular Baseband Vulnerabilities ,13-12-2023, Mobile Communication ,Firmware security
https://thehackernews.com/2023/12/how-to-analyze-malwares-network-traffic.html,  How to Analyze Malware's Network Traffic in A Sandbox ,13-12-2023, Threat Intelligence ,Malware Analysis
https://thehackernews.com/2023/12/microsoft-warns-of-hackers-exploiting.html,  Microsoft Warns of Hackers Exploiting OAuth for Cryptocurrency Mining and Phishing ,13-12-2023, Cryptocurrency ,Threat Analysis
https://thehackernews.com/2023/12/major-cyber-attack-paralyzes-kyivstar.html,  Major Cyber Attack Paralyzes Kyivstar - Ukraine's Largest Telecom Operator  ,13-12-2023, Cyber Attack ,Geopolitics
https://thehackernews.com/2023/12/microsofts-final-2023-patch-tuesday-33.html,"  Microsoft's Final 2023 Patch Tuesday: 34 Flaws Fixed, Including 4 Critical ",13-12-2023, Patch Tuesday ,Windows Security
https://thehackernews.com/2023/12/unveiling-cyber-threats-to-healthcare.html,  Unveiling the Cyber Threats to Healthcare: Beyond the Myths ,12-12-2023, Data Security ,"Healthcare, "
https://thehackernews.com/2023/12/russian-apt28-hackers-targeting-13.html,  Russian APT28 Hackers Targeting 13 Nations in Ongoing Cyber Espionage Campaign ,12-12-2023, Cyber Espionage ,Malware
https://thehackernews.com/2023/12/non-human-access-is-path-of-least.html,  Non-Human Access is the Path of Least Resistance: A 2023 Recap ,12-12-2023, Cybersecurity ,GenAI Security
https://thehackernews.com/2023/12/new-mranon-stealer-targeting-german-it.html,  New MrAnon Stealer Malware Targeting German Users via Booking-Themed Scam ,12-12-2023, Cryptocurrency ,Cyber Attack
https://thehackernews.com/2023/12/apple-releases-security-updates-to.html,  Apple Releases Security Updates to Patch Critical iOS and macOS Security Flaws ,12-12-2023, Zero Day ,Vulnerability
https://thehackernews.com/2023/12/new-critical-rce-vulnerability.html,  New Critical RCE Vulnerability Discovered in Apache Struts 2 - Patch Now ,12-12-2023, Vulnerability ,Software Security
https://thehackernews.com/2023/12/researchers-unmask-sandman-apts-hidden.html,  Researchers Unmask Sandman APT's Hidden Link to China-Based KEYPLUG Backdoor ,11-12-2023, Threat Intelligence ,Cyber Attack
https://thehackernews.com/2023/12/lazarus-group-using-log4j-exploits-to.html,  Lazarus Group Using Log4j Exploits to Deploy Remote Access Trojans ,11-12-2023, Vulnerability ,Espionage
https://thehackernews.com/2023/12/playbook-your-first-100-days-as-vciso-5.html,  Playbook: Your First 100 Days as a vCISO - 5 Steps to Success ,11-12-2023, vCISO ,Cybersecurity
https://thehackernews.com/2023/12/spyloan-scandal-18-malicious-loan-apps.html,  SpyLoan Scandal: 18 Malicious Loan Apps Defraud Millions of Android Users ,11-12-2023, Data Security ,Mobile Security
https://thehackernews.com/2023/12/new-poolparty-process-injection.html,  New PoolParty Process Injection Techniques Outsmart Top EDR Solutions ,11-12-2023, Endpoint Security ,Malware
https://thehackernews.com/2023/12/slam-attack-new-spectre-based.html,"  SLAM Attack: New Spectre-based Vulnerability Impacts Intel, AMD, and Arm CPUs ",09-12-2023, Cyber Threat ,Hardware Security
https://thehackernews.com/2023/12/researchers-unveal-guloader-malwares.html,  Researchers Unveil GuLoader Malware's Latest Anti-Analysis Techniques ,09-12-2023, Malware ,Cyberattack
https://thehackernews.com/2023/12/new-5g-modems-flaws-affect-ios-devices.html,  New 5G Modem Flaws Affect iOS Devices and Android Models from Major Brands ,08-12-2023, Vulnerability ,Mobile Network
https://thehackernews.com/2023/12/n-korean-kimsuky-targeting-south-korean.html,  N. Korea's Kimsuky Targeting South Korean Research Institutes with Backdoor Attacks ,08-12-2023, Cyber Espionage ,Cryptocurrency
https://thehackernews.com/2023/12/ransomware-as-service-growing-threat.html,  Ransomware-as-a-Service: The Growing Threat You Can't Ignore ,08-12-2023, Ransomware ,Threat Intelligence
https://thehackernews.com/2023/12/mac-users-beware-new-trojan-proxy.html,  Mac Users Beware: New Trojan-Proxy Malware Spreading via Pirated Software ,08-12-2023, Endpoint Security ,Malware
https://thehackernews.com/2023/12/wordpress-releases-update-642-to.html,  WordPress Releases Update 6.4.2 to Address Critical Remote Attack Vulnerability ,08-12-2023, Vulnerability ,Website Security
https://thehackernews.com/2023/12/founder-of-bitzlato-cryptocurrency.html,  Founder of Bitzlato Cryptocurrency Exchange Pleads Guilty in Money-Laundering Scheme ,08-12-2023, Cryptocurrency ,Cyber Crime
https://thehackernews.com/2023/12/microsoft-warns-of-coldrivers-evolving.html,  Microsoft Warns of COLDRIVER's Evolving Evasion and Credential-Stealing Tactics ,07-12-2023, Threat Intelligence ,Cyber Espionage
https://thehackernews.com/2023/12/new-bluetooth-flaw-let-hackers-take.html,"  New Bluetooth Flaw Let Hackers Take Over Android, Linux, macOS, and iOS Devices ",07-12-2023, Mobile Security ,Vulnerability
https://thehackernews.com/2023/12/hacking-human-mind-exploiting.html,  Hacking the Human Mind: Exploiting Vulnerabilities in the 'First Line of Cyber Defense' ,07-12-2023, Social Engineering ,Cyber Threat
https://thehackernews.com/2023/12/building-robust-threat-intelligence.html,  Building a Robust Threat Intelligence with Wazuh ,07-12-2023, Threat Intelligence ,Network Security
https://thehackernews.com/2023/12/governments-may-spy-on-you-by.html,  Governments May Spy on You by Requesting Push Notifications from Apple and Google ,07-12-2023, Privacy ,Data Security
https://thehackernews.com/2023/12/new-stealthy-krasue-linux-trojan.html,  New Stealthy 'Krasue' Linux Trojan Targeting Telecom Firms in Thailand ,07-12-2023, Malware ,Security Breach
https://thehackernews.com/2023/12/meta-launches-default-end-to-end.html,  Meta Launches Default End-to-End Encryption for Chats and Calls on Messenger ,07-12-2023, Encryption ,Data Privacy
https://thehackernews.com/2023/12/alert-threat-actors-can-leverage-aws.html,  Alert: Threat Actors Can Leverage AWS STS to Infiltrate Cloud Accounts ,06-12-2023, Access Management ,Cloud Security
https://thehackernews.com/2023/12/new-report-unveiling-threat-of.html,  New Report: Unveiling the Threat of Malicious Browser Extensions ,06-12-2023, Browser Security ,Privacy
https://thehackernews.com/2023/12/sierra21-flaws-in-sierra-wireless.html,  Sierra:21 - Flaws in Sierra Wireless Routers Expose Critical Sectors to Cyber Attacks ,06-12-2023, Cyber Threat ,Vulnerability
https://thehackernews.com/2023/12/scaling-security-operations-with.html,  Scaling Security Operations with Automation ,06-12-2023, Threat Detection ,Security Automation
https://thehackernews.com/2023/12/hackers-exploited-coldfusion.html,  Hackers Exploited ColdFusion Vulnerability to Breach Federal Agency Servers ,06-12-2023, Vulnerability ,Web Server Security
https://thehackernews.com/2023/12/atlassian-releases-critical-software.html,  Atlassian Releases Critical Software Fixes to Prevent Remote Code Execution ,06-12-2023, Software Security ,Vulnerability
https://thehackernews.com/2023/12/qualcomm-releases-details-on-chip.html,  Qualcomm Releases Details on Chip Vulnerabilities Exploited in Targeted Attacks ,06-12-2023, Vulnerability ,Mobile Security
https://thehackernews.com/2023/12/russias-ai-powered-disinformation.html,"  Russia's AI-Powered Disinformation Operation Targeting Ukraine, U.S., and Germany ",05-12-2023, Brandjacking ,Artificial Intelligence
https://thehackernews.com/2023/12/warning-for-iphone-users-experts-warn.html,  Warning for iPhone Users: Experts Warn of Sneaky Fake Lockdown Mode Attack ,05-12-2023, Mobile Security ,Spyware
https://thehackernews.com/2023/12/generative-ai-security-preventing.html,  Generative AI Security: Preventing Microsoft Copilot Data Exposure ,05-12-2023, Data Security ,Generative AI
https://thehackernews.com/2023/12/15000-go-module-repositories-on-github.html,"  15,000 Go Module Repositories on GitHub Vulnerable to Repojacking Attack ",05-12-2023, Software Security ,Supply Chain
https://thehackernews.com/2023/12/new-threat-actor-aeroblade-emerges-in.html,  New Threat Actor 'AeroBlade' Emerges in Espionage Attack on U.S. Aerospace ,05-12-2023, Cyber Espionage ,Threat Analysis
https://thehackernews.com/2023/12/microsoft-warns-of-kremlin-backed-apt28.html,  Microsoft Warns of Kremlin-Backed APT28 Exploiting Critical Outlook Vulnerability ,05-12-2023, Email Security ,Vulnerability
https://thehackernews.com/2023/12/new-bluffs-bluetooth-attack-expose.html,  New BLUFFS Bluetooth Attack Expose Devices to Adversary-in-the-Middle Attacks ,04-12-2023, Encryption ,Technology
https://thehackernews.com/2023/12/make-fresh-start-for-2024-clean-out.html,  Make a Fresh Start for 2024: Clean Out Your User Inventory to Reduce SaaS Risk ,04-12-2023, SaaS Security ,Data Security
https://thehackernews.com/2023/12/new-p2pinfect-botnet-mips-variant.html,  New P2PInfect Botnet MIPS Variant Targeting Routers and IoT Devices ,04-12-2023, Malware ,Botnet
https://thehackernews.com/2023/12/logofail-uefi-vulnerabilities-expose.html,  LogoFAIL: UEFI Vulnerabilities Expose Devices to Stealth Malware Attacks ,04-12-2023, Technology ,Firmware Security
https://thehackernews.com/2023/12/microsoft-warns-of-malvertising-scheme.html,  Microsoft Warns of Malvertising Scheme Spreading CACTUS Ransomware ,04-12-2023, Ransomware ,Cyber Attack
https://thehackernews.com/2023/12/russian-hacker-vladimir-dunaev.html,  Russian Hacker Vladimir Dunaev Pleads Guilty for Creating TrickBot Malware ,02-12-2023, Cybercrime ,Malware
https://thehackernews.com/2023/12/new-fjordphantom-android-malware.html,  New FjordPhantom Android Malware Targets Banking Apps in Southeast Asia ,01-12-2023, Mobile Security ,Banking Security
https://thehackernews.com/2023/12/qakbot-takedown-aftermath-mitigations.html,  Qakbot Takedown Aftermath: Mitigations and Protecting Against Future Threats ,01-12-2023, Malware ,Cyber Threat
https://thehackernews.com/2023/12/chinese-hackers-using-sugargh0st-rat-to.html,  Chinese Hackers Using SugarGh0st RAT to Target South Korea and Uzbekistan ,01-12-2023, Malware ,Cyber Espionage
https://thehackernews.com/2023/12/discover-how-gcore-thwarted-powerful.html,  Discover How Gcore Thwarted Powerful 1.1Tbps and 1.6Tbps DDoS Attacks ,01-12-2023, Network Security ,Cyber Attack
https://thehackernews.com/2023/12/whatsapps-new-secret-code-feature-lets.html,  WhatsApp's New Secret Code Feature Lets Users Protect Private Chats with Password ,01-12-2023, Privacy ,Data Protection
https://thehackernews.com/2023/12/us-treasury-sanctions-north-korean.html,  U.S. Treasury Sanctions North Korean Kimsuky Hackers and 8 Foreign-Based Agents ,01-12-2023, Cyber Espionage ,Cryptocurrency
https://thehackernews.com/2023/12/zyxel-releases-patches-to-fix-15-flaws.html,"  Zyxel Releases Patches to Fix 15 Flaws in NAS, Firewall, and AP Devices ",01-12-2023, Firewall ,Network Security
https://thehackernews.com/2023/12/zero-day-alert-apple-rolls-out-ios.html,"  Zero-Day Alert: Apple Rolls Out iOS, macOS, and Safari Patches for 2 Actively Exploited Flaws ",01-12-2023, Spyware ,Threat Analysis
https://thehackernews.com/2023/11/google-unveils-retvec-gmails-new.html,  Google Unveils RETVec - Gmail's New Defense Against Spam and Malicious Emails ,30-11-2023, Machine Learning ,Email Security
https://thehackernews.com/2023/11/north-koreas-lazarus-group-rakes-in-3.html,  North Korea's Lazarus Group Rakes in $3 Billion from Cryptocurrency Hacks ,30-11-2023, Cryptocurrency ,Cyberattacks
https://thehackernews.com/2023/11/this-free-solution-provides-essential.html,  This Free Solution Provides Essential Third-Party Risk Management for SaaS ,30-11-2023, SaaS Security ,Risk Management
https://thehackernews.com/2023/11/7-uses-for-generative-ai-to-enhance.html,  7 Uses for Generative AI to Enhance Security Operations ,30-11-2023, Generative AI ,Threat Intelligence
https://thehackernews.com/2023/11/cactus-ransomware-exploits-qlik-sense.html,  CACTUS Ransomware Exploits Qlik Sense Vulnerabilities in Targeted Attacks ,30-11-2023, Ransomware ,Vulnerability
https://thehackernews.com/2023/11/us-treasury-sanctions-sinbad.html,  U.S. Treasury Sanctions Sinbad Cryptocurrency Mixer Used by North Korean Hackers ,30-11-2023, Hacking ,Cryptocurrency
https://thehackernews.com/2023/11/iranian-hackers-exploit-plcs-in-attack.html,  Iranian Hackers Exploit PLCs in Attack on Water Authority in U.S. ,29-11-2023, Cyber Attack ,Hacking
https://thehackernews.com/2023/11/200-malicious-apps-on-iranian-android.html,  200+ Malicious Android Apps Targeting Iranian Banks: Experts Warn ,29-11-2023, Mobile Security ,Malware
https://thehackernews.com/2023/11/okta-discloses-additional-data-breach.html,  Okta Discloses Broader Impact Linked to October 2023 Support System Breach ,29-11-2023, Cyber Attack ,Data Breach
https://thehackernews.com/2023/11/djvu-ransomwares-latest-variant-xaro.html,  DJVU Ransomware's Latest Variant 'Xaro' Disguised as Cracked Software ,29-11-2023, Ransomware ,Cyber Threat
https://thehackernews.com/2023/11/gotitan-botnet-spotted-exploiting.html,  GoTitan Botnet Spotted Exploiting Recent Apache ActiveMQ Vulnerability ,29-11-2023, Malware ,Threat Intelligence
https://thehackernews.com/2023/11/zero-day-alert-google-chrome-under.html,"  Zero-Day Alert: Google Chrome Under Active Attack, Exploiting New Vulnerability ",29-11-2023, Zero-Day ,Web Browser
https://thehackernews.com/2023/11/transform-your-data-security-posture.html,  Transform Your Data Security Posture – Learn from SoFi's DSPM Success ,28-11-2023, Data Security ,Posture Management
https://thehackernews.com/2023/11/design-flaw-in-google-workspace-could.html,  Design Flaw in Google Workspace Could Let Attackers Gain Unauthorized Access ,28-11-2023, Data Security ,Data Breach
https://thehackernews.com/2023/11/how-hackers-phish-for-your-users.html,  How Hackers Phish for Your Users' Credentials and Sell Them ,28-11-2023, Cybercrime ,Breach Prevention
https://thehackernews.com/2023/11/key-cybercriminals-behind-notorious.html,  Key Cybercriminals Behind Notorious Ransomware Families Arrested in Ukraine ,28-11-2023, Ransomware ,Cybercrime
https://thehackernews.com/2023/11/stop-identity-attacks-discover-key-to.html,  Stop Identity Attacks: Discover the Key to Early Threat Detection ,28-11-2023, Threat Detection ,Insider Threat
https://thehackernews.com/2023/11/hackers-can-exploit-forced.html,  Hackers Can Exploit 'Forced Authentication' to Steal Windows NTLM Tokens ,28-11-2023, Cyber Attack ,Vulnerability
https://thehackernews.com/2023/11/n-korean-hackers-mixing-and-matching.html,  N. Korean Hackers 'Mixing' macOS Malware Tactics to Evade Detection ,28-11-2023, Malware ,Cyber Espionage
https://thehackernews.com/2023/11/how-to-handle-retail-saas-security-on.html,  How to Handle Retail SaaS Security on Cyber Monday ,27-11-2023, SaaS Security ,Cyber Monday
https://thehackernews.com/2023/11/experts-uncover-passive-method-to.html,  Experts Uncover Passive Method to Extract Private RSA Keys from SSH Connections ,27-11-2023, Server Security ,Encryption
https://thehackernews.com/2023/11/us-uk-and-global-partners-release.html,"  U.S., U.K., and Global Partners Release Secure AI System Development Guidelines ",27-11-2023, Artificial Intelligence ,Privacy
https://thehackernews.com/2023/11/new-hrservdll-web-shell-detected-in-apt.html,  New 'HrServ.dll' Web Shell Detected in APT Attack Targeting Afghan Government ,25-11-2023, Cyber Attack ,Threat Intelligence
https://thehackernews.com/2023/11/warning-3-critical-vulnerabilities.html,  Warning: 3 Critical Vulnerabilities Expose ownCloud Users to Data Breaches ,25-11-2023, Data Security ,Vulnerability
https://thehackernews.com/2023/11/cybercriminals-using-telekopye-telegram.html,  Cybercriminals Using Telekopye Telegram Bot to Craft Phishing Scams on a Grand Scale ,24-11-2023, Threat Analysis ,Dark Web
https://thehackernews.com/2023/11/tell-me-your-secrets-without-telling-me.html,  Tell Me Your Secrets Without Telling Me Your Secrets ,24-11-2023, Developer Tools ,API Security
https://thehackernews.com/2023/11/hamas-linked-cyberattacks-using-rust.html,  Hamas-Linked Cyberattacks Using Rust-Powered SysJoker Backdoor Against Israel ,24-11-2023, Cyber Attack ,Malware
https://thehackernews.com/2023/11/kubernetes-secrets-of-fortune-500.html,  Kubernetes Secrets of Fortune 500 Companies Exposed in Public Repositories ,24-11-2023, Cloud security ,Data Protection
https://thehackernews.com/2023/11/konni-group-using-russian-language.html,  Konni Group Using Russian-Language Malicious Word Docs in Latest Attacks ,23-11-2023, Malware ,Cyber Espionage
https://thehackernews.com/2023/11/alert-new-wailingcrab-malware-loader.html,  Alert: New WailingCrab Malware Loader Spreading via Shipping-Themed Emails ,23-11-2023, Malware ,Threat Analysis
https://thehackernews.com/2023/11/6-steps-to-accelerate-cybersecurity.html,  6 Steps to Accelerate Cybersecurity Incident Response ,23-11-2023, Incident Response ,Endpoint Security
https://thehackernews.com/2023/11/mirai-based-botnet-exploiting-zero-day.html,  Mirai-based Botnet Exploiting Zero-Day Bugs in Routers and NVRs for Massive DDoS Attacks ,23-11-2023, Vulnerability ,Cyber Threat
https://thehackernews.com/2023/11/new-flaws-in-fingerprint-sensors-let.html,  New Flaws in Fingerprint Sensors Let Attackers Bypass Windows Hello Login ,22-11-2023, Authentication Security ,Windows
https://thehackernews.com/2023/11/north-korean-hackers-pose-as-job.html,  North Korean Hackers Pose as Job Recruiters and Seekers in Malware Campaigns ,22-11-2023, Cyber Espionage ,Social Engineering
https://thehackernews.com/2023/11/ai-solutions-are-new-shadow-it.html,  AI Solutions Are the New Shadow IT ,22-11-2023, AI Security ,SaaS Security
https://thehackernews.com/2023/11/clearfake-campaign-expands-to-deliver.html,  ClearFake Campaign Expands to Target Mac Systems with Atomic Stealer ,22-11-2023, SEO poisoning ,Malware Analysis
https://thehackernews.com/2023/11/lockbit-ransomware-exploiting-critical.html,  LockBit Ransomware Exploiting Critical Citrix Bleed Vulnerability to Break In ,22-11-2023, Threat Analysis ,Vulnerability
https://thehackernews.com/2023/11/new-agent-tesla-malware-variant-using.html,  New Agent Tesla Malware Variant Using ZPAQ Compression in Email Attacks ,21-11-2023, Malware Threat ,Data Privacy
https://thehackernews.com/2023/11/how-multi-stage-phishing-attacks.html,"  How Multi-Stage Phishing Attacks Exploit QRs, CAPTCHAs, and Steganography ",21-11-2023, Cybercrime ,Malware Analysis
https://thehackernews.com/2023/11/kinsing-hackers-exploit-apache-activemq.html,  Kinsing Hackers Exploit Apache ActiveMQ Vulnerability to Deploy Linux Rootkits ,21-11-2023, Linux ,Rootkit
https://thehackernews.com/2023/11/malicious-apps-disguised-as-banks-and.html,  Malicious Apps Disguised as Banks and Government Agencies Targeting Indian Android Users ,21-11-2023, Android Security ,Cryptocurrency
https://thehackernews.com/2023/11/mustang-panda-hackers-targets.html,  Mustang Panda Hackers Targets Philippines Government Amid South China Sea Tensions ,21-11-2023, Cyber Attack ,Cyber Espionage
https://thehackernews.com/2023/11/netsupport-rat-infections-on-rise.html,  NetSupport RAT Infections on the Rise - Targeting Government and Business Sectors ,20-11-2023, Malware ,Network Security
https://thehackernews.com/2023/11/darkgate-and-pikabot-malware-resurrect.html,  DarkGate and PikaBot Malware Resurrect QakBot's Tactics in New Phishing Attacks ,20-11-2023, Threat Analysis ,Malware
https://thehackernews.com/2023/11/product-walkthrough-silverforts-unified.html,  Product Walkthrough: Silverfort's Unified Identity Protection Platform ,20-11-2023, Identity Protection ,Enterprise Security
https://thehackernews.com/2023/11/why-defenders-should-embrace-hacker.html,  Why Defenders Should Embrace a Hacker Mindset ,20-11-2023, Threat Management ,Red Team
https://thehackernews.com/2023/11/lummac2-malware-deploys-new.html,  LummaC2 Malware Deploys New Trigonometry-Based Anti-Sandbox Technique ,20-11-2023, Malware ,Cyber Attack
https://thehackernews.com/2023/11/randstorm-exploit-bitcoin-wallets.html,  Randstorm Exploit: Bitcoin Wallets Created b/w 2011-2015 Vulnerable to Hacking ,20-11-2023, Cryptocurrency ,Blockchain
https://thehackernews.com/2023/11/8base-group-deploying-new-phobos.html,  8Base Group Deploying New Phobos Ransomware Variant via SmokeLoader ,18-11-2023, Ransomware ,Endpoint Security
https://thehackernews.com/2023/11/russian-cyber-espionage-group-deploys.html,  Russian Cyber Espionage Group Deploys LitterDrifter USB Worm in Targeted Attacks ,18-11-2023, Cyber Attack ,USB Worm
https://thehackernews.com/2023/11/beware-malicious-google-ads-trick.html,  Beware: Malicious Google Ads Trick WinSCP Users into Installing Malware ,17-11-2023, Malvertising ,Malware
