title_link,titles,posted_date,hacking_type,text_loc
https://thehackernews.com/2024/01/new-poc-exploit-for-apache-ofbiz.html,  New PoC Exploit for Apache OfBiz Vulnerability Poses Risk to ERP Systems ," Jan 11, 2024", Vulnerability / Cyber Attack, Cybersecurity researchers have  developed  a proof-of-concept (PoC) code that exploits a  recently disclosed critical flaw  in the Apache OfBiz open-source Enterprise Resource Planning (ERP) system to execute a memory-resident payload.
https://thehackernews.com/2024/01/new-python-based-fbot-hacking-toolkit.html,  New Python-based FBot Hacking Toolkit Aims at Cloud and SaaS Platforms ," Jan 11, 2024", Cloud Security / Cyber Attacks," A new Python-based hacking tool called  FBot  has been uncovered targeting web servers, cloud services, content management systems (CMS), and SaaS platforms such as Amazon Web Services (AWS), Microsoft 365, PayPal, Sendgrid, and Twilio."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/01/there-is-ransomware-armageddon-coming.html,  There is a Ransomware Armageddon Coming for Us All ," Jan 11, 2024", Artificial Intelligence / Biometric Security,  Generative AI will enable anyone to launch sophisticated phishing attacks that only Next-generation MFA devices can stop 
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2024/01/atomic-stealer-gets-upgrade-targeting.html,  Atomic Stealer Gets an Upgrade - Targeting Mac Users with Encrypted Payload ," Jan 11, 2024", Malvertising / Cyber Attacks," Cybersecurity researchers have identified an updated version of a macOS information stealer called  Atomic  (or AMOS), indicating that the threat actors behind the malware are actively enhancing its capabilities."
https://thehackernews.com/2024/01/mandiants-x-account-was-hacked-using.html,  Mandiant's X Account Was Hacked Using Brute-Force Attack ," Jan 11, 2024", Online Security / Cryptocurrency," The compromise of Mandiant's X (formerly Twitter) account last week was likely the result of a ""brute-force password attack,"" attributing the hack to a drainer-as-a-service (DaaS) group."
https://thehackernews.com/2024/01/chinese-hackers-exploit-zero-day-flaws.html,  Chinese Hackers Exploit Zero-Day Flaws in Ivanti Connect Secure and Policy Secure ," Jan 11, 2024", Cybersecurity / Zero-Day, A pair of zero-day flaws identified in Ivanti Connect Secure (ICS) and Policy Secure have been chained by suspected China-linked nation-state actors to breach less than 10 customers.
https://thehackernews.com/2024/01/cisco-fixes-high-risk-vulnerability.html,  Cisco Fixes High-Risk Vulnerability Impacting Unity Connection Software ," Jan 11, 2024", Vulnerability / Patch Management, Cisco has released software updates to address a critical security flaw impacting Unity Connection that could permit an adversary to execute arbitrary commands on the underlying system.
https://thehackernews.com/2024/01/noabot-latest-mirai-based-botnet.html,  NoaBot: Latest Mirai-Based Botnet Targeting SSH Servers for Crypto Mining ," Jan 10, 2024", Server Security / Cryptocurrency, A new Mirai-based botnet called  NoaBot  is being used by threat actors as part of a crypto mining campaign since the beginning of 2023.
https://thehackernews.com/2024/01/getting-off-attack-surface-hamster.html,  Getting off the Attack Surface Hamster Wheel: Identity Can Help  ," Jan 10, 2024", Attack Surface / Cybersecurity," IT professionals have developed a sophisticated understanding of the enterprise attack surface – what it is, how to quantify it and how to manage it. "
https://thehackernews.com/2024/01/free-decryptor-released-for-black-basta.html,  Free Decryptor Released for Black Basta and Babuk's Tortilla Ransomware Victims ," Jan 10, 2024", Ransomware / Data Security," A decryptor for the Tortilla variant of the Babuk ransomware has been  released  by Cisco Talos, allowing victims targeted by the malware to regain access to their files."
https://thehackernews.com/2024/01/ftc-bans-outlogic-x-mode-from-selling.html,  FTC Bans Outlogic (X-Mode) From Selling Sensitive Location Data ," Jan 10, 2024", Privacy / Regulatory Compliance," The U.S. Federal Trade Commission (FTC) on Tuesday prohibited data broker  Outlogic , which was previously known as  X-Mode Social , from sharing or selling any sensitive location data with third-parties."
https://thehackernews.com/2024/01/microsofts-january-2024-windows-update.html,  Microsoft's January 2024 Windows Update Patches 48 New Vulnerabilities ," Jan 10, 2024", Vulnerability / Windows Security, Microsoft has addressed a total of  48 security flaws  spanning its software as part of its Patch Tuesday updates for January 2024.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/01/cisa-flags-6-vulnerabilities-apple.html,"  CISA Flags 6 Vulnerabilities - Apple, Apache, Adobe, D-Link, Joomla Under Attack "," Jan 10, 2024", Patch Management / Threat Intelligence," The U.S. Cybersecurity and Infrastructure Security Agency (CISA) has  added  six security flaws to its Known Exploited Vulnerabilities ( KEV ) catalog, citing evidence of active exploitation."
https://thehackernews.com/2024/01/alert-water-curupira-hackers-actively.html,  Alert: Water Curupira Hackers Actively Distributing PikaBot Loader Malware ," Jan 09, 2024", Malware / Cyber Threat, A threat actor called Water Curupira has been observed actively distributing the  PikaBot  loader malware as part of spam campaigns in 2023.
https://thehackernews.com/2024/01/turkish-hackers-exploiting-poorly.html,  Turkish Hackers Exploiting Poorly Secured MS SQL Servers Across the Globe ," Jan 09, 2024", Data Security / Cyber Attack," Poorly secured Microsoft SQL (MS SQL) servers are being targeted in the U.S., European Union, and Latin American (LATAM) regions as part of an ongoing financially motivated campaign to gain initial access."
https://thehackernews.com/2024/01/why-public-links-expose-your-saas.html,  Why Public Links Expose Your SaaS Attack Surface ," Jan 09, 2024", SaaS Security / Data Security," Collaboration is a powerful selling point for SaaS applications. Microsoft, Github, Miro, and others promote the collaborative nature of their software applications that allows users to do more."
https://thehackernews.com/2024/01/alert-new-vulnerabilities-discovered-in.html,  Alert: New Vulnerabilities Discovered in QNAP and Kyocera Device Manager ," Jan 09, 2024", Network Security / Data Protection, A security flaw has been disclosed in Kyocera's  Device Manager  product that could be exploited by bad actors to carry out malicious activities on affected systems.
https://thehackernews.com/2024/01/beware-youtube-videos-promoting-cracked.html,  Beware! YouTube Videos Promoting Cracked Software Distribute Lumma Stealer ," Jan 09, 2024", Malware / Cyber Threat, Threat actors are resorting to YouTube videos featuring content related to cracked software in order to entice users into downloading an information stealer malware called Lumma.
https://thehackernews.com/2024/01/syrian-hackers-distributing-stealthy-c.html,  Syrian Hackers Distributing Stealthy C#-Based Silver RAT to Cybercriminals ," Jan 08, 2024", Malware / Cybercrime, Threat actors operating under the name Anonymous Arabic have released a remote access trojan (RAT) called  Silver RAT  that's equipped to bypass security software and stealthily launch hidden applications.
https://thehackernews.com/2024/01/unifying-security-tech-beyond-stack.html,  Unifying Security Tech Beyond the Stack: Integrating SecOps with Managed Risk and Strategy ," Jan 08, 2024", SecOps / Threat Detection," Cybersecurity is an infinite journey in a digital landscape that never ceases to change. According to Ponemon Institute 1 , ""only 59% of organizations say their cybersecurity strategy has changed over the past two years."" This stagnation in strategy adaptation can be traced back to several key issues."
https://thehackernews.com/2024/01/webinar-leverage-zero-trust-security-to.html,  Webinar – Leverage Zero Trust Security to Minimize Your Attack Surface ," Jan 08, 2024", Cyber Security / Zero Trust," Digital expansion inevitably increases the external attack surface, making you susceptible to cyberthreats. Threat actors increasingly exploit the vulnerabilities stemming from software and infrastructure exposed to the internet; this ironically includes security tools, particularly firewalls and VPNs, which give attackers direct network access to execute their attacks. In fact,  Gartner  identified attack surface expansion as a major trend to watch."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2024/01/nist-warns-of-security-and-privacy.html,  NIST Warns of Security and Privacy Risks from Rapid AI System Deployment ," Jan 08, 2024", Artificial Intelligence / Cyber Security, The U.S. National Institute of Standards and Technology (NIST) is calling attention to the  privacy and security challenges  that arise as a result of increased deployment of artificial intelligence (AI) systems in recent years.
https://thehackernews.com/2024/01/doj-charges-19-worldwide-in-68-million.html,  DoJ Charges 19 Worldwide in $68 Million xDedic Dark Web Marketplace Fraud ," Jan 08, 2024", Financial Fraud / Cybercrime," The U.S. Department of Justice (DoJ) said it charged 19 individuals worldwide in connection with the now-defunct  xDedic Marketplace , which is estimated to have facilitated more than $68 million in fraud."
https://thehackernews.com/2024/01/north-koreas-cyber-heist-dprk-hackers.html,  North Korea's Cyber Heist: DPRK Hackers Stole $600 Million in Cryptocurrency in 2023 ," Jan 08, 2024", Cryptocurrency / Financial Crime, Threat actors affiliated with the Democratic People's Republic of Korea (also known as North Korea) have plundered at least $600 million in cryptocurrency in 2023.
https://thehackernews.com/2024/01/sea-turtle-cyber-espionage-campaign.html,  Sea Turtle Cyber Espionage Campaign Targets Dutch IT and Telecom Companies ," Jan 06, 2024", Cyber Espionage / Supply Chain Attack," Telecommunication, media, internet service providers (ISPs), information technology (IT)-service providers, and Kurdish websites in the Netherlands have been targeted as part of a new cyber espionage campaign undertaken by a Türkiye-nexus threat actor known as  Sea Turtle ."
https://thehackernews.com/2024/01/pro-iranian-hacker-group-targeting.html,  Pro-Iranian Hacker Group Targeting Albania with No-Justice Wiper Malware ," Jan 06, 2024", Malware / Cyber Attack, The  recent wave of cyber attacks  targeting Albanian organizations involved the use of a wiper called  No-Justice .
https://thehackernews.com/2024/01/spectralblur-new-macos-backdoor-threat.html,  SpectralBlur: New macOS Backdoor Threat from North Korean Hackers ," Jan 05, 2024", Endpoint Security / Malware, Cybersecurity researchers have discovered a new Apple macOS backdoor called  SpectralBlur  that overlaps with a known malware family that has been attributed to North Korean threat actors.
https://thehackernews.com/2024/01/exposed-secrets-are-everywhere-heres.html,  Exposed Secrets are Everywhere. Here's How to Tackle Them ," Jan 05, 2024", Threat Intelligence / Security Automation," Picture this: you stumble upon a concealed secret within your company's source code. Instantly, a wave of panic hits as you grasp the possible consequences. This one hidden secret has the power to pave the way for unauthorized entry, data breaches, and a damaged reputation. Understanding the secret is just the beginning; swift and resolute action becomes imperative. However, lacking the necessary context, you're left pondering the optimal steps to take. What's the right path forward in this situation?"
https://thehackernews.com/2024/01/orange-spain-faces-bgp-traffic-hijack.html,  Orange Spain Faces BGP Traffic Hijack After RIPE Account Hacked by Malware ," Jan 05, 2024", Network Security / Malware, Mobile network operator Orange Spain suffered an internet outage for several hours on January 3 after a threat actor used administrator credentials captured by means of stealer malware to hijack the border gateway protocol ( BGP ) traffic.
https://thehackernews.com/2024/01/alert-ivanti-releases-patch-for.html,  Alert: Ivanti Releases Patch for Critical Vulnerability in Endpoint Manager Solution ," Jan 05, 2024", Vulnerability / Network Security," Ivanti has released security updates to address a critical flaw impacting its Endpoint Manager (EPM) solution that, if successfully exploited, could result in remote code execution (RCE) on susceptible servers."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2024/01/russian-hackers-had-covert-access-to.html,  Russian Hackers Had Covert Access to Ukraine's Telecom Giant for Months ," Jan 05, 2024", Cyber Attack / Data Breach, Ukrainian cybersecurity authorities have disclosed that the Russian state-sponsored threat actor known as  Sandworm  was inside telecom operator Kyivstar's systems at least since May 2023.
https://thehackernews.com/2024/01/new-bandook-rat-variant-resurfaces.html,"  New Bandook RAT Variant Resurfaces, Targeting Windows Machines "," Jan 05, 2024", Malware / Cyber Espionage," A new variant of a remote access trojan called  Bandook  has been observed being propagated via phishing attacks with an aim to infiltrate Windows machines, underscoring the continuous evolution of the malware."
https://thehackernews.com/2024/01/three-ways-to-supercharge-your-software.html,  Three Ways To Supercharge Your Software Supply Chain Security ," Jan 04, 2024", Ethical Hacking / Vulnerability Assessment," Section four of the "" Executive Order on Improving the Nation's Cybersecurity "" introduced a lot of people in tech to the concept of a ""Software Supply Chain"" and securing it. If you make software and ever hope to sell it to one or more federal agencies, you  have  to pay attention to this. Even if you never plan to sell to a government, understanding your Software Supply Chain and learning how to secure it will pay dividends in a stronger security footing and the benefits it provides. This article will look at three ways to supercharge your  Software Supply Chain Security ."
https://thehackernews.com/2024/01/beware-3-malicious-pypi-packages-found.html,  Beware: 3 Malicious PyPI Packages Found Targeting Linux with Crypto Miners ," Jan 04, 2024", Cryptocurrency Miner / Malware, Three new malicious packages have been discovered in the Python Package Index (PyPI) open-source repository with capabilities to deploy a cryptocurrency miner on affected Linux devices.
https://thehackernews.com/2024/01/uac-0050-group-using-new-phishing.html,  UAC-0050 Group Using New Phishing Tactics to Distribute Remcos RAT ," Jan 04, 2024", Software Security / Malware, The threat actor known as UAC-0050 is leveraging phishing attacks to distribute Remcos RAT using new strategies to evade detection from security software.
https://thehackernews.com/2024/01/mandiants-twitter-account-restored.html,  Mandiant's Twitter Account Restored After Six-Hour Crypto Scam Hack ," Jan 04, 2024", Cryptocurrency / Social Media, American cybersecurity firm and Google Cloud subsidiary Mandiant had its X (formerly Twitter) account compromised for more than six hours by an unknown attacker to propagate a cryptocurrency scam.
https://thehackernews.com/2024/01/malware-using-google-multilogin-exploit.html,  Malware Using Google MultiLogin Exploit to Maintain Access Despite Password Reset ," Jan 03, 2024", Malware / Data Theft, Information stealing malware are actively taking advantage of an undocumented Google OAuth endpoint named MultiLogin to hijack user sessions and allow continuous access to Google services even after a password reset.
https://thehackernews.com/2024/01/5-ways-to-reduce-saas-security-risks.html,  5 Ways to Reduce SaaS Security Risks ," Jan 03, 2024", Attack Surface / SaaS Security," As technology adoption has shifted to be employee-led, just in time, and from any location or device, IT and security teams have found themselves contending with an ever-sprawling SaaS attack surface, much of which is often unknown or unmanaged. This greatly increases the risk of identity-based threats, and according to a recent report from CrowdStrike, 80% of breaches today use compromised identities, including cloud and SaaS credentials."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/01/smtp-smuggling-new-threat-enables.html,  SMTP Smuggling: New Flaw Lets Attackers Bypass Security and Spoof Emails ," Jan 03, 2024", Cyber Threat / Email Security, A new exploitation technique called Simple Mail Transfer Protocol ( SMTP ) smuggling can be weaponized by threat actors to send spoofed emails with fake sender addresses while bypassing security measures.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2024/01/doj-slams-xcast-with-10-million-fine.html,  DOJ Slams XCast with $10 Million Fine Over Massive Illegal Robocall Operation ," Jan 03, 2024", VoIP Service / Regulatory Compliance," The U.S. Department of Justice (DoJ) on Tuesday said it reached a settlement with VoIP service provider XCast over allegations that it facilitated illegal telemarketing campaigns since at least January 2018, in contravention of the Telemarketing Sales Rule ( TSR )."
https://thehackernews.com/2024/01/the-definitive-enterprise-browser.html,  The Definitive Enterprise Browser Buyer's Guide ," Jan 02, 2024", Browser Security / Threat Protection," Security stakeholders have come to realize that the prominent role the browser has in the modern corporate environment requires a re-evaluation of how it is managed and protected. While not long-ago web-borne risks were still addressed by a patchwork of endpoint, network, and cloud solutions, it is now clear that the partial protection these solutions provided is no longer sufficient. Therefore, more and more security teams are now turning to the emerging category of purpose-built enterprise browsers as the answer to the browser's security challenges."
https://thehackernews.com/2024/01/google-settles-5-billion-privacy.html,  Google Settles $5 Billion Privacy Lawsuit Over Tracking Users in 'Incognito Mode' ," Jan 02, 2024", Data Privacy / Online Tracking," Google has agreed to settle a lawsuit  filed in June 2020  that alleged that the company misled users by tracking their surfing activity who thought that their internet use remained private when using the ""incognito"" or ""private"" mode on web browsers."
https://thehackernews.com/2024/01/new-variant-of-dll-search-order.html,  New Variant of DLL Search Order Hijacking Bypasses Windows 10 and 11 Protections ," Jan 01, 2024", Windows Security / Vulnerability, Security researchers have detailed a new variant of a dynamic link library ( DLL ) search order hijacking technique that could be used by threat actors to bypass security mechanisms and achieve execution of malicious code on systems running Microsoft Windows 10 and Windows 11.
https://thehackernews.com/2024/01/new-terrapin-flaw-could-let-attackers.html,  New Terrapin Flaw Could Let Attackers Downgrade SSH Protocol Security ," Jan 01, 2024", Encryption / Network Security, Security researchers from Ruhr University Bochum have discovered a vulnerability in the Secure Shell ( SSH ) cryptographic network protocol that could allow an attacker to downgrade the connection's security by breaking the integrity of the secure channel.
https://thehackernews.com/2024/01/new-jinxloader-targeting-users-with.html,  New JinxLoader Targeting Users with Formbook and XLoader Malware ," Jan 01, 2024", Malware / Dark Web, A new Go-based malware loader called  JinxLoader  is being used by threat actors to deliver next-stage payloads such as  Formbook and its successor XLoader .
https://thehackernews.com/2023/12/beware-scam-as-service-aiding.html,  Beware: Scam-as-a-Service Aiding Cybercriminals in Crypto Wallet-Draining Attacks ," Dec 30, 2023", Cryptocurrency / Phishing Scam, Cybersecurity researchers are warning about an increase in phishing attacks that are capable of draining cryptocurrency wallets.
https://thehackernews.com/2023/12/albanian-parliament-and-one-albania.html,  Albanian Parliament and One Albania Telecom Hit by Cyber Attacks ," Dec 29, 2023", Cyber Attack / Web Security," The Assembly of the Republic of Albania and telecom company One Albania have been targeted by cyber attacks, the country's National Authority for Electronic Certification and Cyber Security (AKCESK) revealed this week."
https://thehackernews.com/2023/12/cert-ua-uncovers-new-malware-wave.html,"  CERT-UA Uncovers New Malware Wave Distributing OCEANMAP, MASEPIE, STEELHOOK "," Dec 29, 2023", Email Security / Malware," The Computer Emergency Response Team of Ukraine (CERT-UA) has warned of a new phishing campaign orchestrated by the  Russia-linked APT28 group  to deploy previously undocumented malware such as OCEANMAP, MASEPIE, and STEELHOOK to harvest sensitive information."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/12/kimsuky-hackers-deploying-appleseed.html,"  Kimsuky Hackers Deploying AppleSeed, Meterpreter, and TinyNuke in Latest Attacks "," Dec 29, 2023", Malware / Cyber Threat," Nation-state actors affiliated to North Korea have been observed using spear-phishing attacks to deliver an assortment of backdoors and tools such as AppleSeed, Meterpreter, and TinyNuke to seize control of compromised machines."
https://thehackernews.com/2023/12/microsoft-disables-msix-app-installer.html,  Microsoft Disables MSIX App Installer Protocol Widely Used in Malware Attacks ," Dec 29, 2023", Malware / Endpoint Security, Microsoft on Thursday said it's once again disabling the  ms-appinstaller protocol handler  by default following its abuse by multiple threat actors to distribute malware.
https://thehackernews.com/2023/12/google-cloud-resolves-privilege.html,  Google Cloud Resolves Privilege Escalation Flaw Impacting Kubernetes Service ," Dec 28, 2023", Cloud Security / Data Protection, Google Cloud has addressed a medium-severity security flaw in its platform that could be abused by an attacker who already has access to a Kubernetes cluster to escalate their privileges.
https://thehackernews.com/2023/12/most-sophisticated-iphone-hack-ever.html,  Most Sophisticated iPhone Hack Ever Exploited Apple's Hidden Hardware Feature ," Dec 28, 2023", Spyware / Hardware Security, The  Operation Triangulation  spyware attacks targeting Apple iOS devices leveraged never-before-seen exploits that made it possible to even bypass pivotal hardware-based security protections erected by the company.
https://thehackernews.com/2023/12/new-rugmi-malware-loader-surges-with.html,  New Rugmi Malware Loader Surges with Hundreds of Daily Detections ," Dec 28, 2023", Malware / Cyber Threat," A new malware loader is being used by threat actors to deliver a wide range of  information stealers  such as Lumma Stealer (aka LummaC2), Vidar, RecordBreaker (aka Raccoon Stealer V2), and  Rescoms ."
https://thehackernews.com/2023/12/critical-zero-day-in-apache-ofbiz-erp.html,  Critical Zero-Day in Apache OfBiz ERP System Exposes Businesses to Attack ," Dec 27, 2023", Zero-Day / Vulnerability," A new zero-day security flaw has been discovered in Apache OfBiz, an open-source Enterprise Resource Planning (ERP) system that could be exploited to bypass authentication protections."
https://thehackernews.com/2023/12/chinese-hackers-exploited-new-zero-day.html,  Chinese Hackers Exploited New Zero-Day in Barracuda's ESG Appliances ," Dec 27, 2023", Zero-Day / Email Security," Barracuda has  revealed  that Chinese threat actors exploited a new zero-day in its Email Security Gateway (ESG) appliances to deploy backdoors on a ""limited number"" of devices."
https://thehackernews.com/2023/12/new-sneaky-xamalicious-android-malware.html,"  New Sneaky Xamalicious Android Malware Hits Over 327,000 Devices "," Dec 27, 2023", Privacy / App Security, A new Android backdoor has been discovered with potent capabilities to carry out a range of malicious actions on infected devices.
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/12/warning-poorly-secured-linux-ssh.html,  Warning: Poorly Secured Linux SSH Servers Under Attack for Cryptocurrency Mining ," Dec 27, 2023", Malware / Server Security, Poorly secured Linux SSH servers are being targeted by bad actors to install port scanners and dictionary attack tools with the goal of targeting other vulnerable servers and co-opting them into a network to carry out cryptocurrency mining and distributed denial-of-service (DDoS) attacks.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/12/carbanak-banking-malware-resurfaces.html,  Carbanak Banking Malware Resurfaces with New Ransomware Tactics ," Dec 26, 2023", Malware / Cybercrime, The banking malware known as  Carbanak  has been observed being used in  ransomware attacks  with updated tactics.
https://thehackernews.com/2023/12/cloud-atlas-spear-phishing-attacks.html,  Cloud Atlas' Spear-Phishing Attacks Target Russian Agro and Research Companies ," Dec 25, 2023", Cyber Espionage / Malware, The threat actor referred to as  Cloud Atlas  has been linked to a set of spear-phishing attacks on Russian enterprises.
https://thehackernews.com/2023/12/british-lapsus-teen-members-sentenced.html,  British LAPSUS$ Teen Members Sentenced for High-Profile Attacks ," Dec 24, 2023", Cyber Crime / Data Breach, Two British teens part of the LAPSUS$ cyber crime and extortion gang have been sentenced for their roles in orchestrating a string of high-profile attacks against a number of companies.
https://thehackernews.com/2023/12/rogue-wordpress-plugin-exposes-e.html,  Rogue WordPress Plugin Exposes E-Commerce Sites to Credit Card Theft ," Dec 22, 2023", Skimming / Web Security, Threat hunters have discovered a rogue WordPress plugin that's capable of creating bogus administrator users and injecting malicious JavaScript code to steal credit card information.
https://thehackernews.com/2023/12/operation-rusticweb-rust-based-malware.html,  Operation RusticWeb: Rust-Based Malware Targets Indian Government Entities ," Dec 22, 2023", Malware / Cyber Threat, Indian government entities and the defense sector have been targeted by a phishing campaign that's engineered to drop Rust-based malware for intelligence gathering.
https://thehackernews.com/2023/12/decoy-microsoft-word-documents-used-to.html,  Decoy Microsoft Word Documents Used to Deliver Nim-Based Malware ," Dec 22, 2023", Social Engineering / Malware Analysis, A new phishing campaign is leveraging decoy Microsoft Word documents as bait to deliver a backdoor written in the  Nim programming language .
https://thehackernews.com/2023/12/uac-0099-using-winrar-exploit-to-target.html,  UAC-0099 Using WinRAR Exploit to Target Ukrainian Firms with LONEPAGE Malware ," Dec 22, 2023", Malware / Cyber Attack," The threat actor known as  UAC-0099  has been linked to continued attacks aimed at Ukraine, some of which leverage a high-severity flaw in the WinRAR software to deliver a malware strain called LONEPAGE."
https://thehackernews.com/2023/12/microsoft-warns-of-new-falsefont.html,  Microsoft Warns of New 'FalseFont' Backdoor Targeting the Defense Sector ," Dec 22, 2023", Threat Intelligence / Supply Chain Attack, Organizations in the Defense Industrial Base (DIB) sector are in the crosshairs of an Iranian threat actor as part of a campaign designed to deliver a never-before-seen backdoor called FalseFont.
https://thehackernews.com/2023/12/multi-million-dollar-predator-spyware.html,  Experts Detail Multi-Million Dollar Licensing Model of Predator Spyware ," Dec 21, 2023", Zero-Day / Mobile Security," A new analysis of the sophisticated commercial spyware called Predator has revealed that its ability to persist between reboots is offered as an ""add-on feature"" and that it depends on the licensing options opted by a customer."
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.com/2023/12/new-chameleon-android-banking-trojan.html,  Chameleon Android Banking Trojan Variant Bypasses Biometric Authentication ," Dec 21, 2023", Mobile Security / Banking Trojan, Cybersecurity researchers have discovered an updated version of an Android banking malware called Chameleon that has expanded its targeting to include users in the U.K. and Italy.
https://thehackernews.com/2023/12/new-javascript-malware-targeted-50000.html,"  New JavaScript Malware Targeted 50,000+ Users at Dozens of Banks Worldwide "," Dec 21, 2023", Online Banking / Malware, A new piece of JavaScript malware has been observed attempting to steal users' online banking account credentials as part of a campaign that has targeted more than 40 financial institutions across the world.
https://thehackernews.com/2023/12/cost-of-data-breach-report-2023.html,"  Cost of a Data Breach Report 2023: Insights, Mitigators and Best Practices "," Dec 21, 2023", DevSecOps / Data Security,  John Hanley of IBM Security shares 4 key findings from the highly acclaimed annual Cost of a Data Breach Report 2023 
https://thehackernews.com/2023/12/german-authorities-dismantle-dark-web.html,  German Authorities Dismantle Dark Web Hub 'Kingdom Market' in Global Operation ," Dec 21, 2023", Dark Web / Cybercrime," German law enforcement has announced the disruption of a dark web platform called  Kingdom Market  that specialized in the sales of narcotics and malware to ""tens of thousands of users."""
https://thehackernews.com/2023/12/hackers-exploiting-old-ms-excel.html,  Hackers Exploiting MS Excel Vulnerability to Spread Agent Tesla Malware ," Dec 21, 2023", Vulnerability / Phishing Attack, Attackers are weaponizing an old Microsoft Office vulnerability as part of phishing campaigns to distribute a strain of malware called  Agent Tesla .
https://thehackernews.com/2023/12/urgent-new-chrome-zero-day.html,  Urgent: New Chrome Zero-Day Vulnerability Exploited in the Wild - Update ASAP ," Dec 21, 2023", Vulnerability / Zero-Day, Google has rolled out security updates for the Chrome web browser to address a high-severity zero-day flaw that it said has been exploited in the wild.
https://thehackernews.com/2023/12/remote-encryption-attacks-surge-how-one.html,  Remote Encryption Attacks Surge: How One Vulnerable Device Can Spell Disaster ," Dec 20, 2023", Network Security / Data Breach," Ransomware groups are increasingly switching to remote encryption in their attacks, marking a new escalation in tactics adopted by financially motivated actors to ensure the success of their campaigns."
https://thehackernews.com/2023/12/product-explained-memcycos-real-time.html,  Product Explained: Memcyco's Real-Time Defense Against Website Spoofing ," Dec 20, 2023", Brandjacking / Cyber Threat," Website impersonation, also known as brandjacking or website spoofing, has emerged as a significant threat to online businesses. Malicious actors clone legitimate websites to trick customers, leading to financial scams and data theft causing reputation damage and financial losses for both organizations and customers."
https://thehackernews.com/2023/12/alert-chinese-hackers-pose-as-uae.html,  Alert: Chinese-Speaking Hackers Pose as UAE Authority in Latest Smishing Wave ," Dec 20, 2023", Identity Theft / SMS Phishing, The Chinese-speaking threat actors behind  Smishing Triad  have been observed masquerading as the United Arab Emirates Federal Authority for Identity and Citizenship to send malicious SMS messages with the ultimate goal of gathering sensitive information from residents and foreigners in the country.
https://thehackernews.com/2024/02/hands-on-review-myrror-security-code.html,  Hands-on Review: Myrror Security Code-Aware and Attack-Aware SCA ," Feb 09, 2024", Static Code Analysis, 
https://thehackernews.uk/state-of-ai-cloud-2024,,,,
https://thehackernews.com/2023/12/3500-arrested-in-global-operation.html,"  3,500 Arrested in Global Operation HAECHI-IV Targeting Financial Criminals "," Dec 20, 2023", Financial Crime / Cyber Threat," A six-month-long international police operation codenamed  HAECHI-IV  has resulted in the arrests of nearly 3,500 individuals and seizures worth $300 million across 34 countries."
https://thehackernews.com/2023/12/new-go-based-jaskago-malware-targeting.html,  New Go-Based JaskaGO Malware Targeting Windows and macOS Systems ," Dec 20, 2023", Cryptocurrency / Malware, A new Go-based information stealer malware called  JaskaGO  has emerged as the latest cross-platform threat to infiltrate both Windows and Apple macOS systems.
https://thehackernews.com/2023/12/fbi-takes-down-blackcat-ransomware.html,"  FBI Takes Down BlackCat Ransomware, Releases Free Decryption Tool "," Dec 19, 2023", Ransomware / Cybercrime, The U.S. Justice Department (DoJ) has officially  announced  the disruption of the BlackCat ransomware operation and released a decryption tool that more than 500 affected victims can use to regain access to files locked by the malware.
