title_link,titles,posted_date,hacking_type,hacking_sub_type,hacking_subtype
https://thehackernews.com/2023/12/warning-poorly-secured-linux-ssh.html,  Warning: Poorly Secured Linux SSH Servers Under Attack for Cryptocurrency Mining ,2023-12-27, Malware ,Server Security,Server Security
https://thehackernews.com/2023/12/carbanak-banking-malware-resurfaces.html,  Carbanak Banking Malware Resurfaces with New Ransomware Tactics ,2023-12-26, Malware ,Cybercrime,Cybercrime
https://thehackernews.com/2023/12/cloud-atlas-spear-phishing-attacks.html,  Cloud Atlas' Spear-Phishing Attacks Target Russian Agro and Research Companies ,2023-12-25, Cyber Espionage ,Malware,Malware
https://thehackernews.com/2023/12/british-lapsus-teen-members-sentenced.html,  British LAPSUS$ Teen Members Sentenced for High-Profile Attacks ,2023-12-24, Cyber Crime ,Data Breach,Data Breach
https://thehackernews.com/2023/12/rogue-wordpress-plugin-exposes-e.html,  Rogue WordPress Plugin Exposes E-Commerce Sites to Credit Card Theft ,2023-12-22, Skimming ,Web Security,Web Security
https://thehackernews.com/2023/12/operation-rusticweb-rust-based-malware.html,  Operation RusticWeb: Rust-Based Malware Targets Indian Government Entities ,2023-12-22, Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/decoy-microsoft-word-documents-used-to.html,  Decoy Microsoft Word Documents Used to Deliver Nim-Based Malware ,2023-12-22, Social Engineering ,Malware Analysis,Malware Analysis
https://thehackernews.com/2023/12/uac-0099-using-winrar-exploit-to-target.html,  UAC-0099 Using WinRAR Exploit to Target Ukrainian Firms with LONEPAGE Malware ,2023-12-22, Malware ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/microsoft-warns-of-new-falsefont.html,  Microsoft Warns of New 'FalseFont' Backdoor Targeting the Defense Sector ,2023-12-22, Threat Intelligence ,Supply Chain Attack,Supply Chain Attack
https://thehackernews.com/2023/12/multi-million-dollar-predator-spyware.html,  Experts Detail Multi-Million Dollar Licensing Model of Predator Spyware ,2023-12-21, Zero-Day ,Mobile Security,Mobile Security
https://thehackernews.com/2023/12/new-chameleon-android-banking-trojan.html,  Chameleon Android Banking Trojan Variant Bypasses Biometric Authentication ,2023-12-21, Mobile Security ,Banking Trojan,Banking Trojan
https://thehackernews.com/2023/12/new-javascript-malware-targeted-50000.html,"  New JavaScript Malware Targeted 50,000+ Users at Dozens of Banks Worldwide ",2023-12-21, Online Banking ,Malware,Malware
https://thehackernews.com/2023/12/cost-of-data-breach-report-2023.html,"  Cost of a Data Breach Report 2023: Insights, Mitigators and Best Practices ",2023-12-21, DevSecOps ,Data Security,Data Security
https://thehackernews.com/2023/12/german-authorities-dismantle-dark-web.html,  German Authorities Dismantle Dark Web Hub 'Kingdom Market' in Global Operation ,2023-12-21, Dark Web ,Cybercrime,Cybercrime
https://thehackernews.com/2023/12/hackers-exploiting-old-ms-excel.html,  Hackers Exploiting MS Excel Vulnerability to Spread Agent Tesla Malware ,2023-12-21, Vulnerability ,Phishing Attack,Phishing Attack
https://thehackernews.com/2023/12/urgent-new-chrome-zero-day.html,  Urgent: New Chrome Zero-Day Vulnerability Exploited in the Wild - Update ASAP ,2023-12-21, Vulnerability ,Zero-Day,Zero-Day
https://thehackernews.com/2023/12/remote-encryption-attacks-surge-how-one.html,  Remote Encryption Attacks Surge: How One Vulnerable Device Can Spell Disaster ,2023-12-20, Network Security ,Data Breach,Data Breach
https://thehackernews.com/2023/12/product-explained-memcycos-real-time.html,  Product Explained: Memcyco's Real-Time Defense Against Website Spoofing ,2023-12-20, Brandjacking ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/alert-chinese-hackers-pose-as-uae.html,  Alert: Chinese-Speaking Hackers Pose as UAE Authority in Latest Smishing Wave ,2023-12-20, Identity Theft ,SMS Phishing,SMS Phishing
https://thehackernews.com/2023/12/3500-arrested-in-global-operation.html,"  3,500 Arrested in Global Operation HAECHI-IV Targeting Financial Criminals ",2023-12-20, Financial Crime ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/new-go-based-jaskago-malware-targeting.html,  New Go-Based JaskaGO Malware Targeting Windows and macOS Systems ,2023-12-20, Cryptocurrency ,Malware,Malware
https://thehackernews.com/2023/12/fbi-takes-down-blackcat-ransomware.html,"  FBI Takes Down BlackCat Ransomware, Releases Free Decryption Tool ",2023-12-19, Ransomware ,Cybercrime,Cybercrime
https://thehackernews.com/2023/12/behind-scenes-of-matveevs-ransomware.html,  Behind the Scenes of Matveev's Ransomware Empire: Tactics and Team ,2023-12-19, Ransomware ,Russian Hackers,Russian Hackers
https://thehackernews.com/2023/12/hackers-abusing-github-to-evade.html,  Hackers Abusing GitHub to Evade Detection and Control Compromised Hosts ,2023-12-19, Software Security ,Threat intelligence,Threat intelligence
https://thehackernews.com/2023/12/are-we-ready-to-give-up-on-security.html,  Are We Ready to Give Up on Security Awareness Training? ,2023-12-19, Cybersecurity Training ,IT Security,IT Security
https://thehackernews.com/2023/12/iranian-hackers-using-muddyc2go-in-new.html,  Iranian Hackers Using MuddyC2Go in Telecom Espionage Attacks Across Africa ,2023-12-19, Cyber Espionage ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/new-malvertising-campaign-distributing.html,  New Malvertising Campaign Distributing PikaBot Disguised as Popular Software ,2023-12-19, Malvertising ,Browser Security,Browser Security
https://thehackernews.com/2023/12/8220-gang-exploiting-oracle-weblogic.html,  8220 Gang Exploiting Oracle WebLogic Server Vulnerability to Spread Malware ,2023-12-19, Cryptojacking ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/double-extortion-play-ransomware.html,  Double-Extortion Play Ransomware Strikes 300 Organizations Worldwide ,2023-12-19, Ransomware ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2023/12/beware-experts-reveal-new-details-on.html,  Beware: Experts Reveal New Details on Zero-Click Outlook RCE Exploits ,2023-12-18, Email Security ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/top-7-trends-shaping-saas-security-in.html,  Top 7 Trends Shaping SaaS Security in 2024 ,2023-12-18, SaaS Security ,Data Protection,Data Protection
https://thehackernews.com/2023/12/rhadamanthys-malware-swiss-army-knife.html,  Rhadamanthys Malware: Swiss Army Knife of Information Stealers Emerges ,2023-12-18, Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/four-us-nationals-charged-in-80-million.html,  Four U.S. Nationals Charged in $80 Million Pig Butchering Crypto Scam ,2023-12-18, Cryptocurrency ,Online Scam,Online Scam
https://thehackernews.com/2023/12/unmasking-dark-side-of-low-codeno-code.html,  Unmasking the Dark Side of Low-Code/No-Code Applications ,2023-12-18, Technology ,Application Security,Application Security
https://thehackernews.com/2023/12/qakbot-malware-resurfaces-with-new.html,"  QakBot Malware Resurfaces with New Tactics, Targeting the Hospitality Industry  ",2023-12-18, Malware ,Cybersecurity,Cybersecurity
https://thehackernews.com/2023/12/cisa-urges-manufacturers-eliminate.html,  CISA Urges Manufacturers Eliminate Default Passwords to Thwart Cyber Threats ,2023-12-18, Software Security ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/mongodb-suffers-security-breach.html,"  MongoDB Suffers Security Breach, Exposing Customer Data ",2023-12-17, Cyber Attack ,Data Security,Data Security
https://thehackernews.com/2023/12/chinas-miit-introduces-color-coded.html,  China's MIIT Introduces Color-Coded Action Plan for Data Security Incidents ,2023-12-16, Cyber Security ,Incident Response,Incident Response
https://thehackernews.com/2023/12/microsoft-warns-of-storm-0539-rising.html,  Microsoft Warns of Storm-0539: The Rising Threat Behind Holiday Gift Card Frauds ,2023-12-16, Online Security ,Cybercrime,Cybercrime
https://thehackernews.com/2023/12/new-kv-botnet-targeting-cisco-draytek.html,"  New KV-Botnet Targeting Cisco, DrayTek, and Fortinet Devices for Stealthy Attacks ",2023-12-15, Botnet ,Advanced Persistent Threat,Advanced Persistent Threat
https://thehackernews.com/2023/12/crypto-hardware-wallet-ledgers-supply.html,"  Crypto Hardware Wallet Ledger's Supply Chain Breach Results in $600,000 Theft ",2023-12-15, Cryptocurrency ,Malware,Malware
https://thehackernews.com/2023/12/bug-or-feature-hidden-web-application.html,  Bug or Feature? Hidden Web Application Vulnerabilities Uncovered ,2023-12-15, Web App Security ,Secure Coding,Secure Coding
https://thehackernews.com/2023/12/new-security-vulnerabilities-uncovered.html,  New Security Vulnerabilities Uncovered in pfSense Firewall Software - Patch Now ,2023-12-15, Vulnerability ,Software Security,Software Security
https://thehackernews.com/2023/12/googles-new-tracking-protection-in.html,  Google's New Tracking Protection in Chrome Blocks Third-Party Cookies ,2023-12-15, Privacy ,User Tracking,User Tracking
https://thehackernews.com/2023/12/new-nkabuse-malware-exploits-nkn.html,  New NKAbuse Malware Exploits NKN Blockchain Tech for DDoS Attacks ,2023-12-15, Blockchain ,Internet of Things,Internet of Things
https://thehackernews.com/2023/12/116-malware-packages-found-on-pypi.html,  116 Malware Packages Found on PyPI Repository Infecting Windows and Linux Systems ,2023-12-14, Malware ,Supply Chain Attack,Supply Chain Attack
https://thehackernews.com/2023/12/new-pierogi-malware-by-gaza-cyber-gang.html,  New Pierogi++ Malware by Gaza Cyber Gang Targeting Palestinian Entities ,2023-12-14, Malware ,Threat Analysis,Threat Analysis
https://thehackernews.com/2023/12/iranian-state-sponsored-oilrig-group.html,  Iranian State-Sponsored OilRig Group Deploys 3 New Malware Downloaders ,2023-12-14, Malware ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2023/12/reimagining-network-pentesting-with-automation.html,  Reimagining Network Pentesting With Automation ,2023-12-14, Penetration Testing ,Cybersecurity,Cybersecurity
https://thehackernews.com/2023/12/russian-svr-linked-apt29-targets.html,  Russian SVR-Linked APT29 Targets JetBrains TeamCity Servers in Ongoing Attacks ,2023-12-14, Supply Chain ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/new-hacker-group-gambleforce-tageting.html,  New Hacker Group 'GambleForce' Tageting APAC Firms Using SQL Injection Attacks ,2023-12-14, Vulnerability ,Data Breach,Data Breach
https://thehackernews.com/2023/12/microsoft-takes-legal-action-to-crack.html,  Microsoft Takes Legal Action to Crack Down on Storm-1152's Cybercrime Network ,2023-12-14, Cybercrime ,Threat intelligence,Threat intelligence
https://thehackernews.com/2023/12/bazacall-phishing-scammers-now.html,  BazaCall Phishing Scammers Now Leveraging Google Forms for Deception ,2023-12-13, Cyber Threat ,Phishing Attack,Phishing Attack
https://thehackernews.com/2023/12/google-using-clang-sanitizers-to.html,  Google Using Clang Sanitizers to Protect Android Against Cellular Baseband Vulnerabilities ,2023-12-13, Mobile Communication ,Firmware security,Firmware security
https://thehackernews.com/2023/12/how-to-analyze-malwares-network-traffic.html,  How to Analyze Malware's Network Traffic in A Sandbox ,2023-12-13, Threat Intelligence ,Malware Analysis,Malware Analysis
https://thehackernews.com/2023/12/microsoft-warns-of-hackers-exploiting.html,  Microsoft Warns of Hackers Exploiting OAuth for Cryptocurrency Mining and Phishing ,2023-12-13, Cryptocurrency ,Threat Analysis,Threat Analysis
https://thehackernews.com/2023/12/major-cyber-attack-paralyzes-kyivstar.html,  Major Cyber Attack Paralyzes Kyivstar - Ukraine's Largest Telecom Operator  ,2023-12-13, Cyber Attack ,Geopolitics,Geopolitics
https://thehackernews.com/2023/12/microsofts-final-2023-patch-tuesday-33.html,"  Microsoft's Final 2023 Patch Tuesday: 34 Flaws Fixed, Including 4 Critical ",2023-12-13, Patch Tuesday ,Windows Security,Windows Security
https://thehackernews.com/2023/12/unveiling-cyber-threats-to-healthcare.html,  Unveiling the Cyber Threats to Healthcare: Beyond the Myths ,2023-12-12, Data Security ,"Healthcare, ","Healthcare, "
https://thehackernews.com/2023/12/russian-apt28-hackers-targeting-13.html,  Russian APT28 Hackers Targeting 13 Nations in Ongoing Cyber Espionage Campaign ,2023-12-12, Cyber Espionage ,Malware,Malware
https://thehackernews.com/2023/12/non-human-access-is-path-of-least.html,  Non-Human Access is the Path of Least Resistance: A 2023 Recap ,2023-12-12, Cybersecurity ,GenAI Security,GenAI Security
https://thehackernews.com/2023/12/new-mranon-stealer-targeting-german-it.html,  New MrAnon Stealer Malware Targeting German Users via Booking-Themed Scam ,2023-12-12, Cryptocurrency ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/apple-releases-security-updates-to.html,  Apple Releases Security Updates to Patch Critical iOS and macOS Security Flaws ,2023-12-12, Zero Day ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/new-critical-rce-vulnerability.html,  New Critical RCE Vulnerability Discovered in Apache Struts 2 - Patch Now ,2023-12-12, Vulnerability ,Software Security,Software Security
https://thehackernews.com/2023/12/researchers-unmask-sandman-apts-hidden.html,  Researchers Unmask Sandman APT's Hidden Link to China-Based KEYPLUG Backdoor ,2023-12-11, Threat Intelligence ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/lazarus-group-using-log4j-exploits-to.html,  Lazarus Group Using Log4j Exploits to Deploy Remote Access Trojans ,2023-12-11, Vulnerability ,Espionage,Espionage
https://thehackernews.com/2023/12/playbook-your-first-100-days-as-vciso-5.html,  Playbook: Your First 100 Days as a vCISO - 5 Steps to Success ,2023-12-11, vCISO ,Cybersecurity,Cybersecurity
https://thehackernews.com/2023/12/spyloan-scandal-18-malicious-loan-apps.html,  SpyLoan Scandal: 18 Malicious Loan Apps Defraud Millions of Android Users ,2023-12-11, Data Security ,Mobile Security,Mobile Security
https://thehackernews.com/2023/12/new-poolparty-process-injection.html,  New PoolParty Process Injection Techniques Outsmart Top EDR Solutions ,2023-12-11, Endpoint Security ,Malware,Malware
https://thehackernews.com/2023/12/slam-attack-new-spectre-based.html,"  SLAM Attack: New Spectre-based Vulnerability Impacts Intel, AMD, and Arm CPUs ",2023-12-09, Cyber Threat ,Hardware Security,Hardware Security
https://thehackernews.com/2023/12/researchers-unveal-guloader-malwares.html,  Researchers Unveil GuLoader Malware's Latest Anti-Analysis Techniques ,2023-12-09, Malware ,Cyberattack,Cyberattack
https://thehackernews.com/2023/12/new-5g-modems-flaws-affect-ios-devices.html,  New 5G Modem Flaws Affect iOS Devices and Android Models from Major Brands ,2023-12-08, Vulnerability ,Mobile Network,Mobile Network
https://thehackernews.com/2023/12/n-korean-kimsuky-targeting-south-korean.html,  N. Korea's Kimsuky Targeting South Korean Research Institutes with Backdoor Attacks ,2023-12-08, Cyber Espionage ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2023/12/ransomware-as-service-growing-threat.html,  Ransomware-as-a-Service: The Growing Threat You Can't Ignore ,2023-12-08, Ransomware ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2023/12/mac-users-beware-new-trojan-proxy.html,  Mac Users Beware: New Trojan-Proxy Malware Spreading via Pirated Software ,2023-12-08, Endpoint Security ,Malware,Malware
https://thehackernews.com/2023/12/wordpress-releases-update-642-to.html,  WordPress Releases Update 6.4.2 to Address Critical Remote Attack Vulnerability ,2023-12-08, Vulnerability ,Website Security,Website Security
https://thehackernews.com/2023/12/founder-of-bitzlato-cryptocurrency.html,  Founder of Bitzlato Cryptocurrency Exchange Pleads Guilty in Money-Laundering Scheme ,2023-12-08, Cryptocurrency ,Cyber Crime,Cyber Crime
https://thehackernews.com/2023/12/microsoft-warns-of-coldrivers-evolving.html,  Microsoft Warns of COLDRIVER's Evolving Evasion and Credential-Stealing Tactics ,2023-12-07, Threat Intelligence ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2023/12/new-bluetooth-flaw-let-hackers-take.html,"  New Bluetooth Flaw Let Hackers Take Over Android, Linux, macOS, and iOS Devices ",2023-12-07, Mobile Security ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/hacking-human-mind-exploiting.html,  Hacking the Human Mind: Exploiting Vulnerabilities in the 'First Line of Cyber Defense' ,2023-12-07, Social Engineering ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/building-robust-threat-intelligence.html,  Building a Robust Threat Intelligence with Wazuh ,2023-12-07, Threat Intelligence ,Network Security,Network Security
https://thehackernews.com/2023/12/governments-may-spy-on-you-by.html,  Governments May Spy on You by Requesting Push Notifications from Apple and Google ,2023-12-07, Privacy ,Data Security,Data Security
https://thehackernews.com/2023/12/new-stealthy-krasue-linux-trojan.html,  New Stealthy 'Krasue' Linux Trojan Targeting Telecom Firms in Thailand ,2023-12-07, Malware ,Security Breach,Security Breach
https://thehackernews.com/2023/12/meta-launches-default-end-to-end.html,  Meta Launches Default End-to-End Encryption for Chats and Calls on Messenger ,2023-12-07, Encryption ,Data Privacy,Data Privacy
https://thehackernews.com/2023/12/alert-threat-actors-can-leverage-aws.html,  Alert: Threat Actors Can Leverage AWS STS to Infiltrate Cloud Accounts ,2023-12-06, Access Management ,Cloud Security,Cloud Security
https://thehackernews.com/2023/12/new-report-unveiling-threat-of.html,  New Report: Unveiling the Threat of Malicious Browser Extensions ,2023-12-06, Browser Security ,Privacy,Privacy
https://thehackernews.com/2023/12/sierra21-flaws-in-sierra-wireless.html,  Sierra:21 - Flaws in Sierra Wireless Routers Expose Critical Sectors to Cyber Attacks ,2023-12-06, Cyber Threat ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/scaling-security-operations-with.html,  Scaling Security Operations with Automation ,2023-12-06, Threat Detection ,Security Automation,Security Automation
https://thehackernews.com/2023/12/hackers-exploited-coldfusion.html,  Hackers Exploited ColdFusion Vulnerability to Breach Federal Agency Servers ,2023-12-06, Vulnerability ,Web Server Security,Web Server Security
https://thehackernews.com/2023/12/atlassian-releases-critical-software.html,  Atlassian Releases Critical Software Fixes to Prevent Remote Code Execution ,2023-12-06, Software Security ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/qualcomm-releases-details-on-chip.html,  Qualcomm Releases Details on Chip Vulnerabilities Exploited in Targeted Attacks ,2023-12-06, Vulnerability ,Mobile Security,Mobile Security
https://thehackernews.com/2023/12/russias-ai-powered-disinformation.html,"  Russia's AI-Powered Disinformation Operation Targeting Ukraine, U.S., and Germany ",2023-12-05, Brandjacking ,Artificial Intelligence,Artificial Intelligence
https://thehackernews.com/2023/12/warning-for-iphone-users-experts-warn.html,  Warning for iPhone Users: Experts Warn of Sneaky Fake Lockdown Mode Attack ,2023-12-05, Mobile Security ,Spyware,Spyware
https://thehackernews.com/2023/12/generative-ai-security-preventing.html,  Generative AI Security: Preventing Microsoft Copilot Data Exposure ,2023-12-05, Data Security ,Generative AI,Generative AI
https://thehackernews.com/2023/12/15000-go-module-repositories-on-github.html,"  15,000 Go Module Repositories on GitHub Vulnerable to Repojacking Attack ",2023-12-05, Software Security ,Supply Chain,Supply Chain
https://thehackernews.com/2023/12/new-threat-actor-aeroblade-emerges-in.html,  New Threat Actor 'AeroBlade' Emerges in Espionage Attack on U.S. Aerospace ,2023-12-05, Cyber Espionage ,Threat Analysis,Threat Analysis
https://thehackernews.com/2023/12/microsoft-warns-of-kremlin-backed-apt28.html,  Microsoft Warns of Kremlin-Backed APT28 Exploiting Critical Outlook Vulnerability ,2023-12-05, Email Security ,Vulnerability,Vulnerability
https://thehackernews.com/2023/12/new-bluffs-bluetooth-attack-expose.html,  New BLUFFS Bluetooth Attack Expose Devices to Adversary-in-the-Middle Attacks ,2023-12-04, Encryption ,Technology,Technology
https://thehackernews.com/2023/12/make-fresh-start-for-2024-clean-out.html,  Make a Fresh Start for 2024: Clean Out Your User Inventory to Reduce SaaS Risk ,2023-12-04, SaaS Security ,Data Security,Data Security
https://thehackernews.com/2023/12/new-p2pinfect-botnet-mips-variant.html,  New P2PInfect Botnet MIPS Variant Targeting Routers and IoT Devices ,2023-12-04, Malware ,Botnet,Botnet
https://thehackernews.com/2023/12/logofail-uefi-vulnerabilities-expose.html,  LogoFAIL: UEFI Vulnerabilities Expose Devices to Stealth Malware Attacks ,2023-12-04, Technology ,Firmware Security,Firmware Security
https://thehackernews.com/2023/12/microsoft-warns-of-malvertising-scheme.html,  Microsoft Warns of Malvertising Scheme Spreading CACTUS Ransomware ,2023-12-04, Ransomware ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/russian-hacker-vladimir-dunaev.html,  Russian Hacker Vladimir Dunaev Pleads Guilty for Creating TrickBot Malware ,2023-12-02, Cybercrime ,Malware,Malware
https://thehackernews.com/2023/12/new-fjordphantom-android-malware.html,  New FjordPhantom Android Malware Targets Banking Apps in Southeast Asia ,2023-12-01, Mobile Security ,Banking Security,Banking Security
https://thehackernews.com/2023/12/qakbot-takedown-aftermath-mitigations.html,  Qakbot Takedown Aftermath: Mitigations and Protecting Against Future Threats ,2023-12-01, Malware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/12/chinese-hackers-using-sugargh0st-rat-to.html,  Chinese Hackers Using SugarGh0st RAT to Target South Korea and Uzbekistan ,2023-12-01, Malware ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2023/12/discover-how-gcore-thwarted-powerful.html,  Discover How Gcore Thwarted Powerful 1.1Tbps and 1.6Tbps DDoS Attacks ,2023-12-01, Network Security ,Cyber Attack,Cyber Attack
https://thehackernews.com/2023/12/whatsapps-new-secret-code-feature-lets.html,  WhatsApp's New Secret Code Feature Lets Users Protect Private Chats with Password ,2023-12-01, Privacy ,Data Protection,Data Protection
https://thehackernews.com/2023/12/us-treasury-sanctions-north-korean.html,  U.S. Treasury Sanctions North Korean Kimsuky Hackers and 8 Foreign-Based Agents ,2023-12-01, Cyber Espionage ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2023/12/zyxel-releases-patches-to-fix-15-flaws.html,"  Zyxel Releases Patches to Fix 15 Flaws in NAS, Firewall, and AP Devices ",2023-12-01, Firewall ,Network Security,Network Security
https://thehackernews.com/2023/12/zero-day-alert-apple-rolls-out-ios.html,"  Zero-Day Alert: Apple Rolls Out iOS, macOS, and Safari Patches for 2 Actively Exploited Flaws ",2023-12-01, Spyware ,Threat Analysis,Threat Analysis
https://thehackernews.com/2023/11/google-unveils-retvec-gmails-new.html,  Google Unveils RETVec - Gmail's New Defense Against Spam and Malicious Emails ,2023-11-30, Machine Learning ,Email Security,Email Security
https://thehackernews.com/2023/11/north-koreas-lazarus-group-rakes-in-3.html,  North Korea's Lazarus Group Rakes in $3 Billion from Cryptocurrency Hacks ,2023-11-30, Cryptocurrency ,Cyberattacks,Cyberattacks
https://thehackernews.com/2023/11/this-free-solution-provides-essential.html,  This Free Solution Provides Essential Third-Party Risk Management for SaaS ,2023-11-30, SaaS Security ,Risk Management,Risk Management
https://thehackernews.com/2023/11/7-uses-for-generative-ai-to-enhance.html,  7 Uses for Generative AI to Enhance Security Operations ,2023-11-30, Generative AI ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2023/11/cactus-ransomware-exploits-qlik-sense.html,  CACTUS Ransomware Exploits Qlik Sense Vulnerabilities in Targeted Attacks ,2023-11-30, Ransomware ,Vulnerability,Vulnerability
https://thehackernews.com/2023/11/us-treasury-sanctions-sinbad.html,  U.S. Treasury Sanctions Sinbad Cryptocurrency Mixer Used by North Korean Hackers ,2023-11-30, Hacking ,Cryptocurrency,Cryptocurrency
https://thehackernews.com/2023/11/iranian-hackers-exploit-plcs-in-attack.html,  Iranian Hackers Exploit PLCs in Attack on Water Authority in U.S. ,2023-11-29, Cyber Attack ,Hacking,Hacking
https://thehackernews.com/2023/11/200-malicious-apps-on-iranian-android.html,  200+ Malicious Android Apps Targeting Iranian Banks: Experts Warn ,2023-11-29, Mobile Security ,Malware,Malware
https://thehackernews.com/2023/11/okta-discloses-additional-data-breach.html,  Okta Discloses Broader Impact Linked to October 2023 Support System Breach ,2023-11-29, Cyber Attack ,Data Breach,Data Breach
https://thehackernews.com/2023/11/djvu-ransomwares-latest-variant-xaro.html,  DJVU Ransomware's Latest Variant 'Xaro' Disguised as Cracked Software ,2023-11-29, Ransomware ,Cyber Threat,Cyber Threat
https://thehackernews.com/2023/11/gotitan-botnet-spotted-exploiting.html,  GoTitan Botnet Spotted Exploiting Recent Apache ActiveMQ Vulnerability ,2023-11-29, Malware ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2023/11/zero-day-alert-google-chrome-under.html,"  Zero-Day Alert: Google Chrome Under Active Attack, Exploiting New Vulnerability ",2023-11-29, Zero-Day ,Web Browser,Web Browser
https://thehackernews.com/2023/11/transform-your-data-security-posture.html,  Transform Your Data Security Posture – Learn from SoFi's DSPM Success ,2023-11-28, Data Security ,Posture Management,Posture Management
https://thehackernews.com/2023/11/design-flaw-in-google-workspace-could.html,  Design Flaw in Google Workspace Could Let Attackers Gain Unauthorized Access ,2023-11-28, Data Security ,Data Breach,Data Breach
https://thehackernews.com/2023/11/how-hackers-phish-for-your-users.html,  How Hackers Phish for Your Users' Credentials and Sell Them ,2023-11-28, Cybercrime ,Breach Prevention,Breach Prevention
https://thehackernews.com/2023/11/key-cybercriminals-behind-notorious.html,  Key Cybercriminals Behind Notorious Ransomware Families Arrested in Ukraine ,2023-11-28, Ransomware ,Cybercrime,Cybercrime
https://thehackernews.com/2023/11/stop-identity-attacks-discover-key-to.html,  Stop Identity Attacks: Discover the Key to Early Threat Detection ,2023-11-28, Threat Detection ,Insider Threat,Insider Threat
https://thehackernews.com/2023/11/hackers-can-exploit-forced.html,  Hackers Can Exploit 'Forced Authentication' to Steal Windows NTLM Tokens ,2023-11-28, Cyber Attack ,Vulnerability,Vulnerability
https://thehackernews.com/2023/11/n-korean-hackers-mixing-and-matching.html,  N. Korean Hackers 'Mixing' macOS Malware Tactics to Evade Detection ,2023-11-28, Malware ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2023/11/how-to-handle-retail-saas-security-on.html,  How to Handle Retail SaaS Security on Cyber Monday ,2023-11-27, SaaS Security ,Cyber Monday,Cyber Monday
https://thehackernews.com/2023/11/experts-uncover-passive-method-to.html,  Experts Uncover Passive Method to Extract Private RSA Keys from SSH Connections ,2023-11-27, Server Security ,Encryption,Encryption
https://thehackernews.com/2023/11/us-uk-and-global-partners-release.html,"  U.S., U.K., and Global Partners Release Secure AI System Development Guidelines ",2023-11-27, Artificial Intelligence ,Privacy,Privacy
https://thehackernews.com/2023/11/new-hrservdll-web-shell-detected-in-apt.html,  New 'HrServ.dll' Web Shell Detected in APT Attack Targeting Afghan Government ,2023-11-25, Cyber Attack ,Threat Intelligence,Threat Intelligence
https://thehackernews.com/2023/11/warning-3-critical-vulnerabilities.html,  Warning: 3 Critical Vulnerabilities Expose ownCloud Users to Data Breaches ,2023-11-25, Data Security ,Vulnerability,Vulnerability
https://thehackernews.com/2023/11/cybercriminals-using-telekopye-telegram.html,  Cybercriminals Using Telekopye Telegram Bot to Craft Phishing Scams on a Grand Scale ,2023-11-24, Threat Analysis ,Dark Web,Dark Web
https://thehackernews.com/2023/11/tell-me-your-secrets-without-telling-me.html,  Tell Me Your Secrets Without Telling Me Your Secrets ,2023-11-24, Developer Tools ,API Security,API Security
https://thehackernews.com/2023/11/hamas-linked-cyberattacks-using-rust.html,  Hamas-Linked Cyberattacks Using Rust-Powered SysJoker Backdoor Against Israel ,2023-11-24, Cyber Attack ,Malware,Malware
https://thehackernews.com/2023/11/kubernetes-secrets-of-fortune-500.html,  Kubernetes Secrets of Fortune 500 Companies Exposed in Public Repositories ,2023-11-24, Cloud security ,Data Protection,Data Protection
https://thehackernews.com/2023/11/konni-group-using-russian-language.html,  Konni Group Using Russian-Language Malicious Word Docs in Latest Attacks ,2023-11-23, Malware ,Cyber Espionage,Cyber Espionage
https://thehackernews.com/2023/11/alert-new-wailingcrab-malware-loader.html,  Alert: New WailingCrab Malware Loader Spreading via Shipping-Themed Emails ,2023-11-23, Malware ,Threat Analysis,Threat Analysis
https://thehackernews.com/2023/11/6-steps-to-accelerate-cybersecurity.html,  6 Steps to Accelerate Cybersecurity Incident Response ,2023-11-23, Incident Response ,Endpoint Security,Endpoint Security
